age,job,marital,education,default,housing,loan,y
47,blue-collar,married,high.school,no,yes,no,yes
48,admin.,married,university.degree,no,yes,no,no
62,retired,married,university.degree,no,yes,no,yes
31,admin.,divorced,university.degree,no,yes,no,yes
35,management,divorced,university.degree,no,no,no,yes
43,entrepreneur,divorced,high.school,no,yes,no,no
31,admin.,single,university.degree,no,yes,no,yes
44,services,married,high.school,no,no,yes,yes
33,admin.,married,university.degree,no,no,no,no
52,blue-collar,married,basic.9y,no,yes,no,no
43,blue-collar,married,basic.9y,no,no,no,no
47,admin.,married,university.degree,no,no,no,yes
29,admin.,single,university.degree,no,no,no,yes
28,blue-collar,single,basic.9y,no,yes,no,no
40,services,single,high.school,no,no,no,yes
38,technician,married,university.degree,no,yes,no,no
56,management,married,university.degree,no,yes,no,no
31,services,married,high.school,no,no,no,no
34,unemployed,single,high.school,no,yes,no,yes
58,management,married,university.degree,no,no,no,yes
58,admin.,divorced,university.degree,no,no,no,no
38,self-employed,single,university.degree,no,no,no,no
42,self-employed,married,high.school,no,no,no,no
36,admin.,single,university.degree,no,yes,no,yes
48,blue-collar,married,basic.9y,no,yes,no,no
82,retired,single,basic.4y,no,yes,no,yes
49,blue-collar,divorced,high.school,no,no,yes,no
31,services,married,high.school,no,no,no,yes
48,admin.,married,university.degree,no,no,no,yes
31,blue-collar,single,basic.9y,no,yes,yes,yes
27,student,single,university.degree,no,yes,no,yes
34,entrepreneur,married,university.degree,no,yes,yes,yes
27,blue-collar,married,basic.9y,no,no,no,no
37,technician,single,high.school,no,yes,yes,yes
54,admin.,married,university.degree,no,no,no,no
26,admin.,single,university.degree,no,no,yes,yes
25,self-employed,married,university.degree,no,yes,no,no
33,technician,single,basic.9y,no,yes,yes,yes
41,technician,divorced,basic.4y,no,yes,no,no
31,technician,single,university.degree,no,yes,no,yes
38,technician,married,professional.course,no,no,no,no
42,technician,married,university.degree,no,no,no,no
34,entrepreneur,married,professional.course,no,no,no,no
38,blue-collar,married,basic.4y,no,yes,no,no
72,retired,married,basic.4y,no,yes,no,yes
33,admin.,single,professional.course,no,yes,no,yes
31,services,married,high.school,no,no,no,yes
48,technician,married,high.school,no,no,no,no
31,self-employed,single,university.degree,no,no,no,yes
51,retired,divorced,high.school,no,no,no,yes
65,retired,married,university.degree,no,no,no,yes
35,blue-collar,married,basic.9y,no,no,no,no
31,technician,married,professional.course,no,no,no,no
54,management,divorced,university.degree,no,yes,no,no
34,unemployed,single,university.degree,no,yes,no,yes
30,services,married,professional.course,no,yes,no,yes
34,self-employed,married,professional.course,no,no,no,no
68,retired,married,university.degree,no,yes,no,yes
49,technician,married,professional.course,no,no,no,yes
47,admin.,married,university.degree,no,yes,no,no
61,management,married,university.degree,no,yes,no,yes
29,blue-collar,married,high.school,no,no,yes,no
27,admin.,divorced,high.school,no,no,no,no
39,technician,married,university.degree,no,yes,no,no
39,admin.,married,high.school,no,yes,no,no
41,blue-collar,married,basic.4y,no,no,no,no
48,technician,married,professional.course,no,yes,yes,yes
40,housemaid,single,university.degree,no,no,no,no
33,services,single,high.school,no,no,no,no
40,self-employed,single,university.degree,no,yes,no,yes
39,blue-collar,married,basic.6y,no,yes,no,yes
36,technician,married,professional.course,no,yes,yes,yes
32,admin.,single,university.degree,no,yes,no,yes
30,blue-collar,divorced,basic.9y,no,yes,no,no
58,management,single,professional.course,no,no,no,no
32,blue-collar,married,basic.6y,no,yes,no,no
33,admin.,single,university.degree,no,yes,no,yes
48,blue-collar,married,basic.6y,no,no,yes,no
36,blue-collar,married,basic.9y,no,yes,yes,no
57,management,divorced,university.degree,no,no,no,no
37,blue-collar,married,basic.6y,no,no,no,yes
35,technician,married,professional.course,no,yes,no,no
29,admin.,married,university.degree,no,yes,yes,yes
35,self-employed,married,university.degree,no,no,no,yes
37,technician,married,professional.course,no,no,no,no
48,blue-collar,married,high.school,no,yes,yes,yes
48,technician,married,professional.course,no,yes,no,yes
28,admin.,married,university.degree,no,no,no,no
42,management,married,basic.6y,no,yes,no,yes
37,technician,married,university.degree,no,no,no,no
80,retired,married,basic.4y,no,no,no,yes
56,admin.,married,basic.9y,no,no,no,yes
33,admin.,single,university.degree,no,yes,no,yes
38,admin.,married,university.degree,no,no,no,yes
25,blue-collar,single,basic.9y,no,no,no,yes
48,technician,single,high.school,no,yes,no,no
39,technician,married,professional.course,no,no,no,no
36,services,single,university.degree,no,no,no,yes
24,student,single,high.school,no,yes,yes,yes
50,services,married,high.school,no,yes,no,no
60,entrepreneur,married,basic.4y,no,yes,no,no
37,admin.,married,university.degree,no,yes,no,yes
48,blue-collar,married,high.school,no,no,no,no
34,technician,single,professional.course,no,yes,no,yes
46,admin.,divorced,high.school,no,no,no,no
41,technician,divorced,university.degree,no,yes,no,yes
28,services,single,high.school,no,yes,yes,yes
40,blue-collar,married,professional.course,no,yes,yes,yes
30,student,single,high.school,no,no,no,yes
27,admin.,single,university.degree,no,yes,no,yes
48,management,married,university.degree,no,yes,yes,yes
25,technician,single,university.degree,no,yes,no,no
41,blue-collar,married,basic.4y,no,no,yes,no
25,student,single,university.degree,no,no,yes,yes
30,admin.,married,university.degree,no,yes,yes,yes
60,retired,married,university.degree,no,no,no,yes
26,admin.,single,university.degree,no,yes,no,yes
39,management,married,university.degree,no,no,no,no
37,blue-collar,married,basic.4y,no,yes,no,no
30,management,single,university.degree,no,no,yes,no
38,unemployed,single,high.school,no,yes,no,yes
35,services,married,high.school,no,no,no,no
48,management,married,university.degree,no,yes,no,no
32,student,single,university.degree,no,no,no,no
36,admin.,married,university.degree,no,yes,no,no
30,blue-collar,married,high.school,no,yes,no,no
46,admin.,divorced,basic.9y,no,yes,no,no
27,blue-collar,single,high.school,no,yes,no,yes
29,unemployed,married,basic.4y,no,no,no,yes
40,management,married,high.school,no,no,no,no
44,technician,married,professional.course,no,no,no,yes
33,blue-collar,married,basic.6y,no,no,no,no
34,blue-collar,married,basic.9y,no,no,no,no
38,technician,single,university.degree,no,yes,no,no
44,admin.,single,professional.course,no,yes,no,yes
58,retired,divorced,university.degree,no,yes,no,no
58,blue-collar,married,high.school,no,yes,no,no
30,admin.,single,university.degree,no,no,no,yes
54,admin.,married,high.school,no,yes,no,yes
29,admin.,single,university.degree,no,yes,no,yes
29,technician,single,professional.course,no,yes,no,yes
40,services,married,high.school,no,no,yes,yes
32,technician,single,university.degree,no,yes,no,yes
44,technician,married,professional.course,no,yes,no,no
39,unemployed,married,university.degree,no,yes,no,no
24,services,single,high.school,no,no,no,yes
60,retired,married,high.school,no,no,no,yes
33,technician,married,professional.course,no,yes,no,no
38,entrepreneur,married,basic.9y,no,no,no,no
44,services,married,high.school,no,no,no,no
51,admin.,married,high.school,no,yes,yes,yes
36,admin.,married,high.school,no,no,no,yes
56,unemployed,divorced,basic.4y,no,yes,no,yes
39,blue-collar,married,basic.9y,no,no,no,yes
46,housemaid,single,university.degree,no,yes,yes,yes
28,management,single,university.degree,no,yes,no,yes
37,blue-collar,married,basic.9y,no,yes,yes,no
37,management,divorced,high.school,no,yes,no,no
33,blue-collar,married,basic.9y,no,yes,no,no
35,blue-collar,married,high.school,no,no,no,no
45,admin.,married,university.degree,no,no,no,yes
41,housemaid,married,basic.6y,no,no,no,no
22,services,single,high.school,no,yes,no,no
35,admin.,married,university.degree,no,no,no,no
56,admin.,married,high.school,no,yes,yes,no
38,management,married,university.degree,no,yes,no,no
33,unemployed,divorced,basic.9y,no,no,no,yes
42,admin.,married,university.degree,no,yes,no,no
36,admin.,married,high.school,no,yes,no,no
49,technician,married,university.degree,no,yes,no,yes
32,admin.,single,university.degree,no,no,no,no
37,housemaid,single,university.degree,no,no,no,yes
56,technician,divorced,university.degree,no,no,no,yes
26,management,single,university.degree,no,no,no,yes
47,blue-collar,married,basic.4y,no,yes,no,no
56,services,married,high.school,no,no,yes,no
28,technician,single,basic.9y,no,no,no,no
28,technician,single,professional.course,no,yes,no,no
44,blue-collar,single,basic.9y,no,yes,no,yes
52,management,married,high.school,no,no,no,yes
46,management,married,university.degree,no,no,no,yes
45,admin.,single,high.school,no,yes,no,yes
30,blue-collar,single,basic.9y,no,yes,no,yes
36,technician,married,university.degree,no,yes,yes,no
42,blue-collar,divorced,basic.9y,no,no,no,no
31,blue-collar,married,basic.6y,no,no,no,no
32,admin.,married,high.school,no,yes,no,yes
27,admin.,married,university.degree,no,yes,no,yes
34,admin.,single,high.school,no,no,no,no
57,admin.,married,basic.9y,no,no,no,yes
41,blue-collar,single,basic.9y,no,yes,no,no
57,retired,single,high.school,no,yes,yes,no
78,retired,married,basic.4y,no,yes,no,yes
59,retired,married,professional.course,no,no,no,no
60,retired,married,high.school,no,no,no,yes
35,technician,married,professional.course,no,no,no,no
37,self-employed,divorced,high.school,no,no,no,no
39,technician,married,professional.course,no,no,no,yes
35,entrepreneur,married,basic.9y,no,no,yes,no
30,management,married,university.degree,no,yes,no,yes
31,blue-collar,married,basic.6y,no,no,no,no
30,admin.,single,university.degree,no,yes,no,no
58,admin.,single,university.degree,no,no,no,yes
29,admin.,single,university.degree,no,yes,no,no
40,technician,married,basic.9y,no,no,no,no
30,unemployed,single,basic.9y,no,yes,no,yes
33,technician,married,professional.course,no,no,no,no
26,blue-collar,single,university.degree,no,yes,no,yes
46,services,married,university.degree,no,yes,no,yes
48,admin.,married,basic.9y,no,yes,no,yes
35,management,married,university.degree,no,yes,no,no
83,retired,married,university.degree,no,yes,no,yes
35,admin.,single,university.degree,no,yes,no,yes
31,admin.,married,high.school,no,no,yes,no
38,technician,single,university.degree,no,yes,yes,no
31,blue-collar,single,basic.9y,no,yes,yes,yes
38,technician,married,university.degree,no,no,no,yes
32,management,single,university.degree,no,yes,no,yes
26,entrepreneur,single,high.school,no,yes,no,yes
30,admin.,single,high.school,no,yes,no,yes
35,services,married,high.school,no,no,no,yes
51,services,divorced,professional.course,no,yes,no,no
43,admin.,married,university.degree,no,no,no,yes
31,admin.,married,high.school,no,no,no,no
34,blue-collar,married,basic.4y,no,yes,no,no
26,services,single,high.school,no,no,no,no
27,technician,single,university.degree,no,yes,no,yes
51,unemployed,married,basic.6y,no,yes,no,yes
34,blue-collar,married,basic.6y,no,no,no,no
31,admin.,single,university.degree,no,yes,no,yes
35,admin.,single,high.school,no,no,no,yes
46,housemaid,married,basic.4y,no,no,no,no
33,admin.,single,high.school,no,no,no,yes
22,services,single,professional.course,no,no,no,yes
47,blue-collar,divorced,basic.4y,no,no,yes,no
29,services,divorced,high.school,no,no,yes,no
31,admin.,single,university.degree,no,no,no,no
52,technician,married,professional.course,no,yes,no,yes
31,admin.,married,high.school,no,yes,no,no
55,entrepreneur,divorced,basic.9y,no,yes,no,yes
44,blue-collar,married,professional.course,no,no,no,no
28,blue-collar,single,high.school,no,yes,no,yes
32,admin.,married,university.degree,no,no,yes,yes
28,blue-collar,married,basic.6y,no,yes,yes,no
34,management,married,university.degree,no,yes,yes,yes
43,admin.,married,high.school,no,no,no,no
28,admin.,single,high.school,no,no,no,yes
38,technician,married,university.degree,no,no,no,yes
34,admin.,single,university.degree,no,yes,no,yes
28,self-employed,single,university.degree,no,no,no,yes
30,technician,single,professional.course,no,no,no,no
49,services,married,high.school,no,yes,no,no
26,services,divorced,professional.course,no,no,no,no
45,admin.,married,high.school,no,yes,yes,yes
33,admin.,married,high.school,no,yes,no,no
65,retired,married,basic.6y,no,no,no,yes
42,admin.,single,university.degree,no,yes,no,no
31,self-employed,married,university.degree,no,no,no,yes
56,technician,married,professional.course,no,no,no,yes
44,blue-collar,married,basic.4y,no,yes,no,no
48,technician,married,high.school,no,no,no,no
50,management,married,basic.9y,no,no,no,yes
36,services,married,high.school,no,yes,no,no
45,admin.,married,basic.9y,no,yes,no,no
32,self-employed,divorced,professional.course,no,no,no,no
49,technician,divorced,professional.course,no,yes,no,yes
32,admin.,divorced,university.degree,no,yes,no,yes
52,admin.,divorced,university.degree,no,yes,no,yes
32,blue-collar,married,basic.9y,no,no,no,no
37,blue-collar,single,professional.course,no,yes,no,no
26,admin.,single,university.degree,no,no,no,yes
24,services,single,high.school,no,yes,no,yes
60,retired,married,university.degree,no,yes,no,yes
35,admin.,single,university.degree,no,yes,no,yes
54,blue-collar,divorced,basic.4y,no,no,no,no
52,admin.,married,professional.course,no,no,yes,yes
29,admin.,married,high.school,no,yes,no,yes
53,admin.,married,university.degree,no,no,yes,yes
33,services,divorced,high.school,no,no,no,no
46,technician,married,basic.9y,no,yes,no,no
32,admin.,divorced,university.degree,no,no,no,no
32,admin.,married,university.degree,no,yes,no,yes
35,blue-collar,married,high.school,no,no,yes,no
28,self-employed,single,university.degree,no,yes,no,no
52,management,married,university.degree,no,yes,no,yes
58,unemployed,married,basic.9y,no,yes,no,yes
39,self-employed,divorced,high.school,no,no,no,yes
30,unemployed,single,basic.9y,no,no,no,yes
34,technician,married,professional.course,no,yes,no,no
37,services,divorced,high.school,no,yes,no,no
32,admin.,married,high.school,no,yes,yes,yes
39,housemaid,married,basic.4y,no,yes,yes,no
52,blue-collar,married,basic.4y,no,no,no,no
25,blue-collar,married,basic.9y,no,yes,no,no
58,management,divorced,university.degree,no,no,no,no
58,blue-collar,married,basic.4y,no,yes,no,no
43,blue-collar,divorced,high.school,no,yes,no,yes
35,blue-collar,married,professional.course,no,no,no,no
75,retired,divorced,basic.4y,no,no,no,yes
26,admin.,married,high.school,no,no,yes,no
33,technician,divorced,professional.course,no,yes,no,no
36,technician,married,professional.course,no,no,no,yes
43,admin.,married,high.school,no,yes,no,no
37,admin.,single,high.school,no,no,no,yes
46,blue-collar,married,basic.6y,no,no,no,no
35,blue-collar,single,university.degree,no,yes,yes,no
35,technician,married,basic.6y,no,no,no,no
30,blue-collar,married,basic.9y,no,yes,no,no
33,housemaid,married,basic.4y,no,no,no,no
53,admin.,married,university.degree,no,yes,no,yes
53,blue-collar,married,basic.9y,no,no,no,no
35,blue-collar,married,basic.9y,no,yes,no,no
28,admin.,single,university.degree,no,no,no,no
32,unemployed,single,university.degree,no,yes,no,yes
48,technician,married,professional.course,no,yes,yes,yes
38,technician,married,professional.course,no,no,no,no
37,blue-collar,married,basic.4y,no,no,no,no
60,management,married,university.degree,no,no,no,yes
55,admin.,divorced,high.school,no,no,no,yes
30,technician,married,professional.course,no,no,no,no
61,retired,married,university.degree,no,no,no,yes
23,student,single,high.school,no,no,no,yes
32,blue-collar,married,professional.course,no,no,no,yes
52,services,divorced,high.school,no,no,no,no
33,self-employed,single,university.degree,no,yes,no,no
39,blue-collar,married,basic.6y,no,yes,no,no
45,management,married,university.degree,no,yes,no,yes
41,management,married,high.school,no,no,no,no
29,technician,single,university.degree,no,yes,yes,yes
32,technician,single,high.school,no,yes,no,no
33,management,married,basic.9y,no,yes,no,no
32,blue-collar,single,high.school,no,yes,no,no
43,admin.,married,university.degree,no,yes,no,yes
40,management,married,university.degree,no,no,no,yes
36,management,single,university.degree,no,no,no,yes
32,admin.,married,university.degree,no,yes,yes,no
54,retired,married,basic.9y,no,no,yes,no
30,admin.,single,university.degree,no,yes,no,yes
50,self-employed,married,university.degree,no,no,no,no
45,management,married,university.degree,no,yes,yes,no
40,technician,married,basic.9y,no,yes,no,no
57,technician,married,professional.course,no,no,no,no
35,technician,married,professional.course,no,no,no,yes
32,admin.,single,university.degree,no,no,no,no
59,admin.,married,high.school,no,yes,no,no
28,admin.,married,university.degree,no,no,no,yes
38,services,single,basic.9y,no,yes,no,no
29,unemployed,married,university.degree,no,yes,no,yes
59,technician,divorced,professional.course,no,no,no,yes
53,management,divorced,university.degree,no,no,no,yes
47,technician,married,professional.course,no,yes,no,no
33,admin.,married,university.degree,no,no,no,yes
43,unemployed,married,basic.4y,no,no,no,no
54,blue-collar,married,basic.9y,no,yes,no,no
58,technician,married,professional.course,no,no,no,yes
28,management,married,university.degree,no,no,no,yes
30,self-employed,single,university.degree,no,yes,no,no
43,admin.,married,high.school,no,no,yes,yes
26,unemployed,single,basic.9y,no,no,no,no
70,admin.,married,basic.4y,no,yes,yes,yes
42,admin.,married,university.degree,no,yes,no,yes
36,admin.,divorced,university.degree,no,no,no,no
37,technician,single,university.degree,no,no,no,no
36,unemployed,single,university.degree,no,yes,no,yes
36,admin.,married,basic.9y,no,no,no,no
39,entrepreneur,divorced,high.school,no,no,no,no
50,blue-collar,married,basic.4y,no,no,no,no
36,technician,married,professional.course,no,no,no,no
36,admin.,single,professional.course,no,yes,yes,yes
31,admin.,divorced,university.degree,no,no,no,no
50,technician,married,basic.9y,no,no,no,yes
41,housemaid,married,high.school,no,no,no,no
30,management,divorced,high.school,no,yes,no,no
51,admin.,married,university.degree,no,no,no,yes
47,admin.,single,high.school,no,no,no,yes
45,technician,married,university.degree,no,yes,yes,no
36,admin.,married,university.degree,no,yes,no,no
33,blue-collar,married,basic.9y,no,no,no,no
46,blue-collar,married,basic.4y,no,no,no,no
29,blue-collar,single,high.school,no,yes,no,yes
34,services,married,high.school,no,no,no,no
31,services,married,high.school,no,no,no,no
44,blue-collar,married,basic.4y,no,no,no,no
42,technician,single,high.school,no,no,no,no
28,student,single,high.school,no,yes,no,yes
41,admin.,divorced,high.school,no,yes,yes,yes
39,blue-collar,divorced,basic.9y,no,no,no,no
26,student,single,professional.course,no,yes,no,yes
29,technician,single,basic.9y,no,yes,no,yes
43,services,married,basic.6y,no,no,no,yes
43,technician,married,high.school,no,yes,no,yes
34,admin.,married,university.degree,no,no,no,no
43,technician,single,professional.course,no,yes,no,no
28,admin.,single,university.degree,no,no,no,yes
43,blue-collar,married,basic.4y,no,yes,no,yes
29,admin.,married,university.degree,no,yes,no,no
57,retired,married,basic.4y,no,yes,yes,no
32,admin.,single,university.degree,no,yes,no,yes
48,blue-collar,married,basic.4y,no,no,no,no
34,technician,married,university.degree,no,no,no,no
35,student,single,high.school,no,yes,no,no
32,admin.,married,university.degree,no,yes,yes,no
47,admin.,married,high.school,no,yes,no,yes
46,blue-collar,married,basic.4y,no,yes,no,yes
49,technician,single,university.degree,no,yes,no,yes
45,management,married,university.degree,no,no,no,no
37,technician,married,professional.course,no,no,no,yes
40,management,married,university.degree,no,yes,no,yes
34,admin.,divorced,basic.9y,no,no,no,no
38,self-employed,married,professional.course,no,yes,no,yes
28,admin.,single,university.degree,no,no,no,yes
57,admin.,divorced,high.school,no,no,no,no
33,retired,married,high.school,no,yes,no,yes
34,blue-collar,married,basic.4y,no,yes,no,no
32,blue-collar,married,basic.6y,no,no,yes,no
32,services,single,university.degree,no,no,yes,yes
36,admin.,married,high.school,no,no,no,yes
29,admin.,married,professional.course,no,yes,no,yes
26,services,married,basic.9y,no,no,yes,yes
37,unemployed,married,university.degree,no,yes,no,yes
66,retired,married,basic.4y,no,yes,yes,yes
56,entrepreneur,married,university.degree,no,yes,no,no
47,management,divorced,university.degree,no,yes,no,no
21,student,single,high.school,no,yes,no,yes
52,blue-collar,married,basic.4y,no,no,no,yes
31,management,married,university.degree,no,yes,yes,yes
40,admin.,single,university.degree,no,no,no,no
24,services,single,high.school,no,yes,no,no
37,entrepreneur,single,university.degree,no,no,no,no
57,entrepreneur,married,basic.9y,no,yes,no,yes
64,retired,married,high.school,no,yes,no,yes
40,admin.,single,university.degree,no,yes,yes,no
25,student,single,high.school,no,yes,no,yes
56,services,married,high.school,no,no,no,yes
39,technician,married,university.degree,no,no,no,yes
56,technician,married,professional.course,no,yes,no,yes
38,admin.,divorced,high.school,no,no,no,no
41,admin.,married,basic.6y,no,no,no,no
29,admin.,single,university.degree,no,no,no,no
38,technician,married,university.degree,no,yes,no,yes
29,technician,married,professional.course,no,no,no,yes
25,self-employed,single,university.degree,no,yes,no,no
31,blue-collar,single,basic.9y,no,no,no,yes
34,admin.,married,high.school,no,no,no,yes
38,housemaid,married,basic.9y,no,no,no,no
29,admin.,married,high.school,no,no,no,no
30,technician,married,university.degree,no,yes,yes,yes
34,technician,married,professional.course,no,no,yes,no
43,services,married,high.school,no,no,no,no
70,retired,divorced,high.school,no,yes,no,yes
37,blue-collar,single,basic.9y,no,no,no,no
55,technician,married,university.degree,no,yes,no,no
36,housemaid,married,high.school,no,no,no,no
29,admin.,single,high.school,no,no,no,yes
76,retired,married,basic.4y,no,yes,no,yes
30,services,single,high.school,no,yes,no,yes
36,management,married,university.degree,no,no,no,yes
29,admin.,single,high.school,no,no,no,yes
34,management,single,university.degree,no,no,yes,yes
47,blue-collar,married,basic.6y,no,no,yes,no
37,technician,married,professional.course,no,no,yes,yes
42,blue-collar,married,professional.course,no,yes,no,yes
38,admin.,married,university.degree,no,no,no,no
37,blue-collar,single,high.school,no,yes,yes,no
31,technician,single,basic.9y,no,yes,no,yes
28,services,married,basic.9y,no,no,no,yes
59,blue-collar,married,basic.4y,no,no,no,no
25,student,single,high.school,no,no,no,yes
35,admin.,married,high.school,no,yes,yes,no
31,services,single,basic.9y,no,yes,no,yes
29,technician,married,professional.course,no,yes,no,no
52,admin.,single,university.degree,no,yes,no,yes
69,retired,married,basic.4y,no,yes,no,yes
30,services,divorced,high.school,no,yes,no,no
40,housemaid,single,university.degree,no,yes,no,no
36,blue-collar,married,basic.6y,no,no,no,no
33,admin.,married,high.school,no,yes,no,yes
56,entrepreneur,married,university.degree,no,no,no,no
27,admin.,single,university.degree,no,no,no,yes
39,services,single,high.school,no,no,no,no
37,technician,single,university.degree,no,yes,yes,no
48,blue-collar,married,basic.6y,no,yes,no,yes
42,blue-collar,married,basic.4y,no,no,no,no
36,self-employed,married,basic.9y,no,yes,yes,yes
29,blue-collar,single,high.school,no,yes,yes,no
54,retired,divorced,basic.4y,no,yes,no,no
39,entrepreneur,single,basic.6y,no,no,no,yes
35,admin.,single,high.school,no,no,no,yes
56,management,married,university.degree,no,no,no,no
28,self-employed,married,professional.course,no,yes,yes,no
41,self-employed,married,university.degree,no,yes,no,no
58,retired,divorced,university.degree,no,yes,no,yes
46,blue-collar,married,basic.6y,no,yes,no,no
37,self-employed,single,university.degree,no,yes,no,yes
45,blue-collar,divorced,basic.9y,no,yes,yes,no
49,services,married,high.school,no,yes,no,no
59,admin.,single,professional.course,no,no,no,no
57,management,divorced,university.degree,no,yes,no,no
43,admin.,married,high.school,no,yes,no,no
30,technician,single,professional.course,no,no,no,yes
35,blue-collar,married,basic.9y,no,no,yes,no
38,blue-collar,married,basic.9y,no,yes,no,no
53,entrepreneur,single,basic.9y,no,no,no,no
44,services,divorced,high.school,no,yes,no,yes
31,services,married,basic.6y,no,no,no,yes
43,admin.,divorced,university.degree,no,no,no,yes
25,services,married,high.school,no,yes,no,no
48,admin.,married,university.degree,no,no,no,yes
35,admin.,single,university.degree,no,no,yes,no
41,blue-collar,divorced,basic.6y,no,yes,no,no
40,entrepreneur,married,university.degree,no,no,no,yes
39,entrepreneur,divorced,high.school,no,no,no,no
26,student,single,university.degree,no,no,no,yes
47,blue-collar,married,basic.9y,no,no,no,no
29,admin.,single,university.degree,no,no,no,yes
42,self-employed,married,basic.6y,no,yes,yes,no
33,admin.,married,high.school,no,no,no,no
48,technician,married,professional.course,no,yes,no,no
46,admin.,married,university.degree,no,no,no,yes
36,technician,married,professional.course,no,yes,no,no
38,technician,married,professional.course,no,yes,no,no
59,entrepreneur,married,basic.9y,no,yes,yes,no
70,retired,divorced,university.degree,no,yes,no,yes
42,admin.,married,professional.course,no,no,yes,yes
24,student,single,high.school,no,no,no,yes
52,retired,divorced,basic.4y,no,yes,yes,no
53,self-employed,married,university.degree,no,yes,no,no
41,management,married,university.degree,no,no,no,no
37,admin.,married,university.degree,no,yes,no,yes
55,admin.,married,high.school,no,no,no,no
33,admin.,single,university.degree,no,yes,no,no
42,blue-collar,married,basic.4y,no,yes,no,no
36,technician,married,high.school,no,no,no,yes
35,blue-collar,divorced,basic.9y,no,no,no,yes
34,admin.,single,university.degree,no,no,yes,no
31,admin.,divorced,high.school,no,no,no,no
35,admin.,married,university.degree,no,yes,yes,no
43,blue-collar,married,basic.9y,no,no,no,no
30,admin.,single,university.degree,no,no,no,yes
29,services,married,basic.9y,no,yes,no,no
39,blue-collar,single,basic.9y,no,no,no,yes
35,technician,married,basic.9y,no,no,no,yes
26,services,single,basic.9y,no,yes,yes,no
57,self-employed,married,university.degree,no,no,yes,yes
35,admin.,single,university.degree,no,yes,yes,yes
32,services,single,high.school,no,yes,yes,yes
41,management,married,university.degree,no,no,no,no
54,admin.,married,university.degree,no,yes,no,yes
48,admin.,married,university.degree,no,yes,yes,yes
43,admin.,divorced,basic.9y,no,no,no,no
39,entrepreneur,married,basic.6y,no,yes,no,yes
66,retired,married,basic.4y,no,yes,no,yes
25,self-employed,single,university.degree,no,yes,no,no
45,blue-collar,married,basic.9y,no,yes,no,yes
25,services,single,high.school,no,no,no,no
32,admin.,single,university.degree,no,no,no,no
27,blue-collar,married,basic.9y,no,yes,no,no
37,admin.,single,university.degree,no,no,no,yes
33,admin.,married,university.degree,no,no,no,no
56,management,married,basic.9y,no,yes,no,yes
37,admin.,single,university.degree,no,no,no,no
37,management,married,university.degree,no,yes,no,yes
28,blue-collar,married,basic.6y,no,yes,no,no
32,admin.,single,university.degree,no,no,no,no
29,blue-collar,divorced,basic.4y,no,no,no,yes
68,retired,divorced,high.school,no,yes,no,yes
45,technician,married,professional.course,no,yes,no,no
49,services,married,high.school,no,no,no,no
31,blue-collar,married,basic.9y,no,no,no,no
48,management,married,university.degree,no,yes,no,no
31,services,married,high.school,no,no,no,no
53,admin.,divorced,university.degree,no,yes,yes,no
41,technician,single,professional.course,no,yes,no,no
33,services,married,high.school,no,no,no,no
29,admin.,single,high.school,no,no,no,no
42,management,married,university.degree,no,yes,no,no
36,services,married,high.school,no,no,yes,no
52,management,married,university.degree,no,no,no,yes
33,admin.,divorced,university.degree,no,no,no,no
31,technician,married,professional.course,no,no,yes,yes
40,admin.,divorced,university.degree,no,yes,no,no
33,housemaid,married,high.school,no,no,no,yes
27,blue-collar,married,basic.9y,no,no,no,yes
34,services,married,high.school,no,no,no,no
41,blue-collar,divorced,basic.6y,no,no,no,no
30,blue-collar,married,high.school,no,yes,no,yes
54,technician,married,professional.course,no,no,no,yes
30,services,married,university.degree,no,yes,no,no
56,unemployed,married,professional.course,no,no,no,yes
32,technician,married,professional.course,no,yes,no,yes
36,admin.,single,university.degree,no,yes,no,yes
50,admin.,married,basic.6y,no,no,no,no
40,admin.,married,university.degree,no,no,no,no
43,blue-collar,single,basic.9y,no,yes,no,no
49,technician,married,professional.course,no,no,no,no
30,admin.,married,university.degree,no,yes,no,no
31,admin.,single,high.school,no,no,no,no
28,blue-collar,married,basic.9y,no,no,yes,yes
41,blue-collar,married,high.school,no,yes,no,no
32,admin.,married,high.school,no,no,no,yes
54,blue-collar,married,high.school,no,no,no,yes
58,blue-collar,married,basic.4y,no,yes,no,no
35,blue-collar,married,basic.9y,no,yes,no,no
59,housemaid,married,basic.4y,no,yes,no,yes
54,housemaid,divorced,basic.4y,no,no,no,no
59,retired,married,basic.6y,no,yes,no,yes
34,technician,married,university.degree,no,yes,no,no
50,entrepreneur,married,basic.9y,no,no,no,no
44,blue-collar,married,basic.4y,no,yes,no,no
30,management,single,university.degree,no,no,yes,yes
37,admin.,married,university.degree,no,yes,no,yes
31,technician,married,professional.course,no,no,no,no
42,admin.,divorced,university.degree,no,no,no,no
35,blue-collar,married,basic.9y,no,no,yes,no
25,admin.,single,high.school,no,yes,no,yes
32,blue-collar,single,basic.9y,no,no,no,no
30,self-employed,single,high.school,no,yes,no,no
42,management,single,university.degree,no,no,no,yes
36,technician,single,professional.course,no,no,no,yes
35,technician,divorced,professional.course,no,no,no,yes
56,entrepreneur,married,basic.4y,no,no,no,no
56,housemaid,divorced,professional.course,no,yes,no,yes
31,admin.,divorced,university.degree,no,yes,no,no
80,retired,divorced,high.school,no,yes,no,yes
53,technician,married,university.degree,no,no,no,yes
